,NAME,S1901_C04_012E
20226,ZCTA5 58380,24000
20227,ZCTA5 58381,-
20228,ZCTA5 58382,80227
20229,ZCTA5 58384,-
20230,ZCTA5 58385,-
20231,ZCTA5 58386,-
20232,ZCTA5 58401,32467
20233,ZCTA5 58402,-
20234,ZCTA5 58405,-
20235,ZCTA5 58413,29375
20236,ZCTA5 58415,14531
20237,ZCTA5 58416,21591
20238,ZCTA5 58418,23750
20239,ZCTA5 58420,28750
20240,ZCTA5 58421,34388
20241,ZCTA5 58422,-
20242,ZCTA5 58423,40250
20243,ZCTA5 58424,39583
20244,ZCTA5 58425,38333
20245,ZCTA5 58426,27222
20246,ZCTA5 58428,-
20247,ZCTA5 58429,33500
20248,ZCTA5 58430,-
20249,ZCTA5 58431,69167
20250,ZCTA5 58433,26545
20251,ZCTA5 58436,32011
20252,ZCTA5 58438,58056
20253,ZCTA5 58439,-
20254,ZCTA5 58440,24688
20255,ZCTA5 58441,62500
20256,ZCTA5 58442,24167
20257,ZCTA5 58443,33438
20258,ZCTA5 58444,46250
20259,ZCTA5 58445,-
20260,ZCTA5 58448,36875
20261,ZCTA5 58451,-
20262,ZCTA5 58452,-
20263,ZCTA5 58454,-
20264,ZCTA5 58455,55625
20265,ZCTA5 58456,-
20266,ZCTA5 58458,41667
20267,ZCTA5 58460,50893
20268,ZCTA5 58461,28125
20269,ZCTA5 58463,29688
20270,ZCTA5 58464,-
20271,ZCTA5 58466,44028
20272,ZCTA5 58467,25313
20273,ZCTA5 58472,35000
20274,ZCTA5 58474,41250
20275,ZCTA5 58475,13618
20276,ZCTA5 58476,6515
20277,ZCTA5 58477,26875
20278,ZCTA5 58478,21316
20279,ZCTA5 58479,-
20280,ZCTA5 58480,-
20281,ZCTA5 58481,46964
20282,ZCTA5 58482,26144
20283,ZCTA5 58483,37500
20284,ZCTA5 58484,-
20285,ZCTA5 58486,75938
20286,ZCTA5 58487,20625
20287,ZCTA5 58488,-
20288,ZCTA5 58490,39750
20289,ZCTA5 58492,50833
20290,ZCTA5 58494,40500
20291,ZCTA5 58495,43750
20292,ZCTA5 58496,-
20293,ZCTA5 58497,38816
20294,ZCTA5 58501,38912
20295,ZCTA5 58503,49691
20296,ZCTA5 58504,42485
20297,ZCTA5 58505,-
20298,ZCTA5 58520,49000
20299,ZCTA5 58521,41932
20300,ZCTA5 58523,29286
20301,ZCTA5 58524,38250
20302,ZCTA5 58528,-
20303,ZCTA5 58529,24688
20304,ZCTA5 58530,50972
20305,ZCTA5 58531,58542
20306,ZCTA5 58532,53125
20307,ZCTA5 58533,29844
20308,ZCTA5 58535,22917
20309,ZCTA5 58538,36442
20310,ZCTA5 58540,36146
20311,ZCTA5 58541,-
20312,ZCTA5 58542,17813
20313,ZCTA5 58544,46000
20314,ZCTA5 58545,55991
20315,ZCTA5 58549,17083
20316,ZCTA5 58552,21250
20317,ZCTA5 58554,37636
20318,ZCTA5 58558,36875
20319,ZCTA5 58559,41607
20320,ZCTA5 58560,-
20321,ZCTA5 58561,37857
20322,ZCTA5 58562,29375
20323,ZCTA5 58563,30625
20324,ZCTA5 58564,51875
20325,ZCTA5 58565,36797
20326,ZCTA5 58566,-
20327,ZCTA5 58568,31250
20328,ZCTA5 58569,-
20329,ZCTA5 58570,-
20330,ZCTA5 58571,31071
20331,ZCTA5 58572,52500
20332,ZCTA5 58573,30500
20333,ZCTA5 58575,-
20334,ZCTA5 58576,62857
20335,ZCTA5 58577,50083
20336,ZCTA5 58579,50625
20337,ZCTA5 58580,-
20338,ZCTA5 58581,-
20339,ZCTA5 58601,42290
20340,ZCTA5 58620,68036
20341,ZCTA5 58621,48500
20342,ZCTA5 58622,41250
20343,ZCTA5 58623,40038
20344,ZCTA5 58625,33182
20345,ZCTA5 58626,-
20346,ZCTA5 58627,-
20347,ZCTA5 58630,53906
20348,ZCTA5 58631,25976
20349,ZCTA5 58632,-
20350,ZCTA5 58634,-
20351,ZCTA5 58636,54375
20352,ZCTA5 58638,28021
20353,ZCTA5 58639,27426
20354,ZCTA5 58640,70553
20355,ZCTA5 58641,-
20356,ZCTA5 58642,-
20357,ZCTA5 58643,-
20358,ZCTA5 58644,-
20359,ZCTA5 58645,-
20360,ZCTA5 58646,21917
20361,ZCTA5 58647,27188
20362,ZCTA5 58649,-
20363,ZCTA5 58650,47083
20364,ZCTA5 58651,93622
20365,ZCTA5 58652,-
20366,ZCTA5 58653,78125
20367,ZCTA5 58654,-
20368,ZCTA5 58655,56875
20369,ZCTA5 58656,73472
20370,ZCTA5 58701,40565
20371,ZCTA5 58703,46637
20372,ZCTA5 58704,41620
20373,ZCTA5 58705,-
20374,ZCTA5 58707,-
20375,ZCTA5 58710,-
20376,ZCTA5 58711,-
20377,ZCTA5 58712,25313
20378,ZCTA5 58713,-
20379,ZCTA5 58716,-
20380,ZCTA5 58718,26250
20381,ZCTA5 58721,32063
20382,ZCTA5 58722,43519
20383,ZCTA5 58723,14750
20384,ZCTA5 58725,62891
20385,ZCTA5 58727,-
20386,ZCTA5 58730,39620
20387,ZCTA5 58731,-
20388,ZCTA5 58733,53313
20389,ZCTA5 58734,43125
20390,ZCTA5 58735,76042
20391,ZCTA5 58736,23162
20392,ZCTA5 58737,-
20393,ZCTA5 58740,80000
20394,ZCTA5 58741,-
20395,ZCTA5 58744,-
20396,ZCTA5 58746,47688
20397,ZCTA5 58748,16477
20398,ZCTA5 58750,52500
20399,ZCTA5 58752,48984
20400,ZCTA5 58755,-
20401,ZCTA5 58756,-
20402,ZCTA5 58757,-
20403,ZCTA5 58758,55375
20404,ZCTA5 58759,57083
20405,ZCTA5 58760,55000
20406,ZCTA5 58761,40625
20407,ZCTA5 58762,46250
20408,ZCTA5 58763,53750
20409,ZCTA5 58765,46250
20410,ZCTA5 58768,-
20411,ZCTA5 58769,-
20412,ZCTA5 58770,41477
20413,ZCTA5 58771,77159
20414,ZCTA5 58772,98304
20415,ZCTA5 58773,45625
20416,ZCTA5 58775,-
20417,ZCTA5 58776,99750
20418,ZCTA5 58778,-
20419,ZCTA5 58779,56528
20420,ZCTA5 58781,48750
20421,ZCTA5 58782,54688
20422,ZCTA5 58783,53333
20423,ZCTA5 58784,70611
20424,ZCTA5 58785,21402
20425,ZCTA5 58787,41875
20426,ZCTA5 58788,40833
20427,ZCTA5 58789,52813
20428,ZCTA5 58790,43382
20429,ZCTA5 58792,17727
20430,ZCTA5 58793,58250
20431,ZCTA5 58794,-
20432,ZCTA5 58795,78750
20433,ZCTA5 58801,51448
20434,ZCTA5 58830,-
20435,ZCTA5 58831,-
20436,ZCTA5 58833,-
20437,ZCTA5 58835,-
20438,ZCTA5 58838,42344
20439,ZCTA5 58843,-
20440,ZCTA5 58844,-
20441,ZCTA5 58845,-
20442,ZCTA5 58847,-
20443,ZCTA5 58849,50893
20444,ZCTA5 58852,54667
20445,ZCTA5 58853,-
20446,ZCTA5 58854,68889
20447,ZCTA5 58856,53542
20448,ZCTA5 59001,50625
20449,ZCTA5 59002,13750
20450,ZCTA5 59003,16480
20451,ZCTA5 59006,18382
20452,ZCTA5 59007,-
20453,ZCTA5 59008,32222
20454,ZCTA5 59010,44444
20455,ZCTA5 59011,30341
20456,ZCTA5 59012,46875
20457,ZCTA5 59013,-
20458,ZCTA5 59014,27218
20459,ZCTA5 59015,28500
20460,ZCTA5 59016,14840
20461,ZCTA5 59018,48000
20462,ZCTA5 59019,37175
20463,ZCTA5 59020,35313
20464,ZCTA5 59022,17639
20465,ZCTA5 59024,34844
20466,ZCTA5 59025,24205
20467,ZCTA5 59026,42969
20468,ZCTA5 59027,-
20469,ZCTA5 59028,38875
20470,ZCTA5 59029,54167
20471,ZCTA5 59030,43911
20472,ZCTA5 59031,-
20473,ZCTA5 59032,18750
20474,ZCTA5 59033,46250
20475,ZCTA5 59034,30893
20476,ZCTA5 59035,37171
20477,ZCTA5 59036,32083
20478,ZCTA5 59037,-
20479,ZCTA5 59038,46250
20480,ZCTA5 59039,-
20481,ZCTA5 59041,36964
20482,ZCTA5 59043,18194
20483,ZCTA5 59044,44574
20484,ZCTA5 59046,33295
20485,ZCTA5 59047,34515
20486,ZCTA5 59050,39000
20487,ZCTA5 59052,-
20488,ZCTA5 59053,53103
20489,ZCTA5 59054,21250
20490,ZCTA5 59055,-
20491,ZCTA5 59057,53375
20492,ZCTA5 59058,-
20493,ZCTA5 59059,-
20494,ZCTA5 59061,56607
20495,ZCTA5 59062,-
20496,ZCTA5 59063,31071
20497,ZCTA5 59064,-
20498,ZCTA5 59065,-
20499,ZCTA5 59066,33250
20500,ZCTA5 59067,70417
20501,ZCTA5 59068,33230
20502,ZCTA5 59069,28750
20503,ZCTA5 59070,92917
20504,ZCTA5 59071,-
20505,ZCTA5 59072,30878
20506,ZCTA5 59074,25179
20507,ZCTA5 59075,25000
20508,ZCTA5 59076,-
20509,ZCTA5 59077,-
20510,ZCTA5 59078,11250
20511,ZCTA5 59079,29431
20512,ZCTA5 59081,-
20513,ZCTA5 59082,-
20514,ZCTA5 59083,-
20515,ZCTA5 59085,-
20516,ZCTA5 59086,63313
20517,ZCTA5 59087,32083
20518,ZCTA5 59088,-
20519,ZCTA5 59089,33750
20520,ZCTA5 59101,33166
20521,ZCTA5 59102,41785
20522,ZCTA5 59105,44932
20523,ZCTA5 59106,60588
20524,ZCTA5 59201,33351
20525,ZCTA5 59211,-
20526,ZCTA5 59212,42024
20527,ZCTA5 59213,-
20528,ZCTA5 59214,-
20529,ZCTA5 59215,41458
20530,ZCTA5 59217,-
20531,ZCTA5 59218,53125
20532,ZCTA5 59219,24583
20533,ZCTA5 59221,28259
20534,ZCTA5 59222,33558
20535,ZCTA5 59223,-
20536,ZCTA5 59225,22500
20537,ZCTA5 59226,53750
20538,ZCTA5 59230,31786
20539,ZCTA5 59231,31932
20540,ZCTA5 59240,21875
20541,ZCTA5 59241,26458
20542,ZCTA5 59242,-
20543,ZCTA5 59243,46250
20544,ZCTA5 59244,-
20545,ZCTA5 59247,32500
20546,ZCTA5 59248,32679
20547,ZCTA5 59250,110536
20548,ZCTA5 59252,-
20549,ZCTA5 59253,-
20550,ZCTA5 59254,33500
20551,ZCTA5 59255,32688
20552,ZCTA5 59256,29861
20553,ZCTA5 59257,-
20554,ZCTA5 59258,26875
20555,ZCTA5 59259,47813
20556,ZCTA5 59260,33594
20557,ZCTA5 59261,29375
20558,ZCTA5 59262,-
20559,ZCTA5 59263,38365
20560,ZCTA5 59270,30853
20561,ZCTA5 59273,-
20562,ZCTA5 59274,29205
20563,ZCTA5 59275,-
20564,ZCTA5 59276,-
20565,ZCTA5 59301,36855
20566,ZCTA5 59311,-
20567,ZCTA5 59312,-
20568,ZCTA5 59313,35750
20569,ZCTA5 59314,-
20570,ZCTA5 59315,-
20571,ZCTA5 59316,-
20572,ZCTA5 59317,31818
20573,ZCTA5 59318,-
20574,ZCTA5 59319,-
20575,ZCTA5 59322,-
20576,ZCTA5 59323,63603
20577,ZCTA5 59324,19643
20578,ZCTA5 59326,-
20579,ZCTA5 59327,32550
20580,ZCTA5 59330,36107
20581,ZCTA5 59332,26292
20582,ZCTA5 59333,-
20583,ZCTA5 59336,31250
20584,ZCTA5 59337,26806
20585,ZCTA5 59338,-
20586,ZCTA5 59339,50000
20587,ZCTA5 59343,-
20588,ZCTA5 59344,41250
20589,ZCTA5 59345,-
20590,ZCTA5 59347,83333
20591,ZCTA5 59349,26641
20592,ZCTA5 59351,32875
20593,ZCTA5 59353,35402
20594,ZCTA5 59354,-
20595,ZCTA5 59401,30319
20596,ZCTA5 59404,40471
20597,ZCTA5 59405,32778
20598,ZCTA5 59410,30500
20599,ZCTA5 59411,37917
20600,ZCTA5 59412,30500
20601,ZCTA5 59414,-
20602,ZCTA5 59416,131477
20603,ZCTA5 59417,13798
20604,ZCTA5 59418,-
20605,ZCTA5 59419,-
20606,ZCTA5 59420,29583
20607,ZCTA5 59421,57873
20608,ZCTA5 59422,34375
20609,ZCTA5 59424,-
20610,ZCTA5 59425,36577
20611,ZCTA5 59427,33269
20612,ZCTA5 59430,28750
20613,ZCTA5 59432,-
20614,ZCTA5 59433,35769
20615,ZCTA5 59434,25139
20616,ZCTA5 59435,-
20617,ZCTA5 59436,25852
20618,ZCTA5 59440,46071
20619,ZCTA5 59441,43750
20620,ZCTA5 59442,32500
20621,ZCTA5 59443,41875
20622,ZCTA5 59444,38750
20623,ZCTA5 59446,15833
20624,ZCTA5 59447,17813
20625,ZCTA5 59448,-
20626,ZCTA5 59450,33750
20627,ZCTA5 59451,-
20628,ZCTA5 59452,29821
20629,ZCTA5 59453,"2,500-"
20630,ZCTA5 59454,23750
20631,ZCTA5 59456,-
20632,ZCTA5 59457,29562
20633,ZCTA5 59460,43609
20634,ZCTA5 59461,-
20635,ZCTA5 59462,28333
20636,ZCTA5 59463,-
20637,ZCTA5 59464,19583
20638,ZCTA5 59465,-
20639,ZCTA5 59466,42708
20640,ZCTA5 59467,-
20641,ZCTA5 59468,38846
20642,ZCTA5 59469,-
20643,ZCTA5 59471,29063
20644,ZCTA5 59472,19545
20645,ZCTA5 59474,29167
20646,ZCTA5 59477,-
20647,ZCTA5 59479,-
20648,ZCTA5 59480,-
20649,ZCTA5 59482,53438
20650,ZCTA5 59483,51667
20651,ZCTA5 59484,70804
20652,ZCTA5 59485,-
20653,ZCTA5 59486,25000
20654,ZCTA5 59487,30567
20655,ZCTA5 59489,55921
20656,ZCTA5 59501,35915
20657,ZCTA5 59520,40100
20658,ZCTA5 59521,31750
20659,ZCTA5 59522,42583
20660,ZCTA5 59523,26830
20661,ZCTA5 59524,16429
20662,ZCTA5 59525,-
20663,ZCTA5 59526,50962
20664,ZCTA5 59527,-
20665,ZCTA5 59528,31250
20666,ZCTA5 59529,-
20667,ZCTA5 59530,-
20668,ZCTA5 59531,-
20669,ZCTA5 59532,-
20670,ZCTA5 59535,-
20671,ZCTA5 59537,-
20672,ZCTA5 59538,-
20673,ZCTA5 59540,41667
20674,ZCTA5 59542,41875
20675,ZCTA5 59544,-
20676,ZCTA5 59545,-
20677,ZCTA5 59546,26797
20678,ZCTA5 59547,-
20679,ZCTA5 59601,43362
20680,ZCTA5 59602,39946
20681,ZCTA5 59623,-
20682,ZCTA5 59625,-
20683,ZCTA5 59631,26364
20684,ZCTA5 59632,35000
20685,ZCTA5 59633,11164
20686,ZCTA5 59634,53333
20687,ZCTA5 59635,35704
20688,ZCTA5 59636,-
20689,ZCTA5 59638,41285
20690,ZCTA5 59639,28839
20691,ZCTA5 59640,33375
20692,ZCTA5 59642,-
20693,ZCTA5 59643,16026
20694,ZCTA5 59644,51842
20695,ZCTA5 59645,37344
20696,ZCTA5 59647,50918
20697,ZCTA5 59648,29444
20698,ZCTA5 59701,30723
20699,ZCTA5 59710,32417
20700,ZCTA5 59711,33075
20701,ZCTA5 59713,-
20702,ZCTA5 59714,50677
20703,ZCTA5 59715,43483
20704,ZCTA5 59716,54821
20705,ZCTA5 59718,57858
20706,ZCTA5 59720,43676
20707,ZCTA5 59721,46250
20708,ZCTA5 59722,26866
20709,ZCTA5 59724,-
20710,ZCTA5 59725,24914
20711,ZCTA5 59727,-
20712,ZCTA5 59728,-
20713,ZCTA5 59729,36776
20714,ZCTA5 59730,41023
20715,ZCTA5 59731,53750
20716,ZCTA5 59732,23750
20717,ZCTA5 59733,-
20718,ZCTA5 59735,18750
20719,ZCTA5 59736,-
20720,ZCTA5 59739,53750
20721,ZCTA5 59740,20978
20722,ZCTA5 59741,40598
20723,ZCTA5 59743,28631
20724,ZCTA5 59745,-
20725,ZCTA5 59746,38750
20726,ZCTA5 59747,-
20727,ZCTA5 59748,55417
20728,ZCTA5 59749,38958
20729,ZCTA5 59750,-
20730,ZCTA5 59751,-
20731,ZCTA5 59752,56250
20732,ZCTA5 59754,53571
20733,ZCTA5 59755,-
20734,ZCTA5 59756,-
20735,ZCTA5 59758,35341
20736,ZCTA5 59759,25119
20737,ZCTA5 59760,39821
20738,ZCTA5 59761,50060
20739,ZCTA5 59762,41406
20740,ZCTA5 59801,35182
20741,ZCTA5 59802,35742
20742,ZCTA5 59803,48831
20743,ZCTA5 59804,38506
20744,ZCTA5 59808,35306
20745,ZCTA5 59812,-
20746,ZCTA5 59820,30500
20747,ZCTA5 59821,35089
20748,ZCTA5 59823,32188
20749,ZCTA5 59824,32250
20750,ZCTA5 59825,50750
20751,ZCTA5 59826,-
20752,ZCTA5 59827,65195
20753,ZCTA5 59828,27375
20754,ZCTA5 59829,21923
20755,ZCTA5 59830,-
20756,ZCTA5 59831,21125
20757,ZCTA5 59832,19609
20758,ZCTA5 59833,33684
20759,ZCTA5 59834,-
20760,ZCTA5 59837,65625
20761,ZCTA5 59840,25685
20762,ZCTA5 59841,31250
20763,ZCTA5 59842,-
20764,ZCTA5 59843,28125
20765,ZCTA5 59844,21364
20766,ZCTA5 59845,14714
20767,ZCTA5 59846,40052
20768,ZCTA5 59847,49583
20769,ZCTA5 59848,-
20770,ZCTA5 59851,96364
20771,ZCTA5 59853,-
20772,ZCTA5 59854,53438
20773,ZCTA5 59855,-
20774,ZCTA5 59856,-
20775,ZCTA5 59858,34688
20776,ZCTA5 59859,22105
20777,ZCTA5 59860,30533
20778,ZCTA5 59863,68472
20779,ZCTA5 59864,19614
20780,ZCTA5 59865,28929
20781,ZCTA5 59866,-
20782,ZCTA5 59867,-
20783,ZCTA5 59868,28054
20784,ZCTA5 59870,38093
20785,ZCTA5 59871,-
20786,ZCTA5 59872,37596
20787,ZCTA5 59873,39052
20788,ZCTA5 59874,42537
20789,ZCTA5 59875,33603
20790,ZCTA5 59901,34092
20791,ZCTA5 59910,-
20792,ZCTA5 59911,42860
20793,ZCTA5 59912,39965
20794,ZCTA5 59913,-
20795,ZCTA5 59914,48125
20796,ZCTA5 59915,-
20797,ZCTA5 59916,65833
20798,ZCTA5 59917,25041
20799,ZCTA5 59918,50000
20800,ZCTA5 59919,20568
20801,ZCTA5 59920,45938
20802,ZCTA5 59922,-
20803,ZCTA5 59923,26250
20804,ZCTA5 59925,24338
20805,ZCTA5 59926,-
20806,ZCTA5 59927,25179
20807,ZCTA5 59928,-
20808,ZCTA5 59929,-
20809,ZCTA5 59930,25583
20810,ZCTA5 59931,-
20811,ZCTA5 59932,-
20812,ZCTA5 59933,-
20813,ZCTA5 59934,33393
20814,ZCTA5 59935,21729
20815,ZCTA5 59936,41875
20816,ZCTA5 59937,42000
20817,ZCTA5 60002,42821
20818,ZCTA5 60004,63880
20819,ZCTA5 60005,57396
20820,ZCTA5 60007,55449
20821,ZCTA5 60008,56317
20822,ZCTA5 60010,54764
20823,ZCTA5 60012,61833
20824,ZCTA5 60013,48481
20825,ZCTA5 60014,54236
20826,ZCTA5 60015,70386
20827,ZCTA5 60016,46306
20828,ZCTA5 60018,41346
20829,ZCTA5 60020,45901
20830,ZCTA5 60021,40265
20831,ZCTA5 60022,48537
20832,ZCTA5 60025,53739
20833,ZCTA5 60026,50392
20834,ZCTA5 60029,-
20835,ZCTA5 60030,54314
20836,ZCTA5 60031,56581
20837,ZCTA5 60033,50109
20838,ZCTA5 60034,22462
20839,ZCTA5 60035,53028
20840,ZCTA5 60040,41857
20841,ZCTA5 60041,57390
20842,ZCTA5 60042,59215
20843,ZCTA5 60043,75547
20844,ZCTA5 60044,61410
20845,ZCTA5 60045,77871
20846,ZCTA5 60046,61875
20847,ZCTA5 60047,57903
20848,ZCTA5 60048,54002
20849,ZCTA5 60050,38008
20850,ZCTA5 60051,56071
20851,ZCTA5 60053,45030
20852,ZCTA5 60056,46055
20853,ZCTA5 60060,70540
20854,ZCTA5 60061,66593
20855,ZCTA5 60062,55293
20856,ZCTA5 60064,25440
20857,ZCTA5 60067,65766
20858,ZCTA5 60068,57567
20859,ZCTA5 60069,45357
20860,ZCTA5 60070,46196
20861,ZCTA5 60071,42716
20862,ZCTA5 60072,36667
20863,ZCTA5 60073,47571
20864,ZCTA5 60074,51099
20865,ZCTA5 60075,-
20866,ZCTA5 60076,58625
20867,ZCTA5 60077,36944
20868,ZCTA5 60081,47097
20869,ZCTA5 60083,69286
20870,ZCTA5 60084,47587
20871,ZCTA5 60085,31942
20872,ZCTA5 60087,53646
20873,ZCTA5 60088,58060
20874,ZCTA5 60089,62171
20875,ZCTA5 60090,59595
20876,ZCTA5 60091,75050
20877,ZCTA5 60093,68167
20878,ZCTA5 60096,40417
20879,ZCTA5 60097,51121
20880,ZCTA5 60098,44044
20881,ZCTA5 60099,34773
20882,ZCTA5 60101,44452
20883,ZCTA5 60102,59009
20884,ZCTA5 60103,58857
20885,ZCTA5 60104,35714
20886,ZCTA5 60106,51747
20887,ZCTA5 60107,60097
20888,ZCTA5 60108,51906
20889,ZCTA5 60109,53750
20890,ZCTA5 60110,45697
20891,ZCTA5 60111,72132
20892,ZCTA5 60112,62309
20893,ZCTA5 60113,65357
20894,ZCTA5 60115,30120
20895,ZCTA5 60118,57098
20896,ZCTA5 60119,54148
20897,ZCTA5 60120,44756
20898,ZCTA5 60123,45683
20899,ZCTA5 60124,89485
20900,ZCTA5 60126,56436
20901,ZCTA5 60129,-
20902,ZCTA5 60130,45222
20903,ZCTA5 60131,36493
20904,ZCTA5 60133,49966
20905,ZCTA5 60134,63590
20906,ZCTA5 60135,40424
20907,ZCTA5 60136,58750
20908,ZCTA5 60137,49764
20909,ZCTA5 60139,54918
20910,ZCTA5 60140,48958
20911,ZCTA5 60141,14539
20912,ZCTA5 60142,42757
20913,ZCTA5 60143,89211
20914,ZCTA5 60144,52500
20915,ZCTA5 60145,58080
20916,ZCTA5 60146,48456
20917,ZCTA5 60148,54667
20918,ZCTA5 60150,32833
20919,ZCTA5 60151,60846
20920,ZCTA5 60152,32673
20921,ZCTA5 60153,38784
20922,ZCTA5 60154,55233
20923,ZCTA5 60155,36575
20924,ZCTA5 60156,60107
20925,ZCTA5 60157,35327
20926,ZCTA5 60160,42341
20927,ZCTA5 60162,41250
20928,ZCTA5 60163,57799
20929,ZCTA5 60164,38257
20930,ZCTA5 60165,45795
20931,ZCTA5 60169,49154
20932,ZCTA5 60171,40513
20933,ZCTA5 60172,56071
20934,ZCTA5 60173,72279
20935,ZCTA5 60174,54571
20936,ZCTA5 60175,66343
20937,ZCTA5 60176,43426
20938,ZCTA5 60177,58859
20939,ZCTA5 60178,39309
20940,ZCTA5 60180,44141
20941,ZCTA5 60181,49833
20942,ZCTA5 60183,-
20943,ZCTA5 60184,88174
20944,ZCTA5 60185,63574
20945,ZCTA5 60187,64418
20946,ZCTA5 60188,52406
20947,ZCTA5 60189,62052
20948,ZCTA5 60190,69215
20949,ZCTA5 60191,47548
20950,ZCTA5 60192,100030
20951,ZCTA5 60193,57465
20952,ZCTA5 60194,61148
20953,ZCTA5 60195,65154
20954,ZCTA5 60201,40699
20955,ZCTA5 60202,63229
20956,ZCTA5 60203,66313
20957,ZCTA5 60208,-
20958,ZCTA5 60301,75789
20959,ZCTA5 60302,53897
20960,ZCTA5 60304,51354
20961,ZCTA5 60305,54684
20962,ZCTA5 60401,39872
20963,ZCTA5 60402,37411
20964,ZCTA5 60403,53182
20965,ZCTA5 60404,49920
20966,ZCTA5 60406,28125
20967,ZCTA5 60407,28167
20968,ZCTA5 60408,49732
20969,ZCTA5 60409,35857
20970,ZCTA5 60410,61597
20971,ZCTA5 60411,32423
20972,ZCTA5 60415,34526
20973,ZCTA5 60416,43566
20974,ZCTA5 60417,45225
20975,ZCTA5 60418,38953
20976,ZCTA5 60419,36720
20977,ZCTA5 60420,34531
20978,ZCTA5 60421,64516
20979,ZCTA5 60422,66026
20980,ZCTA5 60423,44625
20981,ZCTA5 60424,45750
20982,ZCTA5 60425,39643
20983,ZCTA5 60426,22872
20984,ZCTA5 60428,34314
20985,ZCTA5 60429,42806
20986,ZCTA5 60430,41443
20987,ZCTA5 60431,57065
20988,ZCTA5 60432,39453
20989,ZCTA5 60433,32100
20990,ZCTA5 60435,40164
20991,ZCTA5 60436,34759
20992,ZCTA5 60437,-
20993,ZCTA5 60438,42192
20994,ZCTA5 60439,46983
20995,ZCTA5 60440,54538
20996,ZCTA5 60441,51318
20997,ZCTA5 60442,62045
20998,ZCTA5 60443,37014
20999,ZCTA5 60444,49583
21000,ZCTA5 60445,39133
21001,ZCTA5 60446,53067
21002,ZCTA5 60447,72981
21003,ZCTA5 60448,70057
21004,ZCTA5 60449,73892
21005,ZCTA5 60450,44640
21006,ZCTA5 60451,59457
21007,ZCTA5 60452,56052
21008,ZCTA5 60453,43184
21009,ZCTA5 60455,33813
21010,ZCTA5 60456,31405
21011,ZCTA5 60457,37153
21012,ZCTA5 60458,39198
21013,ZCTA5 60459,43700
21014,ZCTA5 60460,31688
21015,ZCTA5 60461,57794
21016,ZCTA5 60462,44114
21017,ZCTA5 60463,70968
21018,ZCTA5 60464,50871
21019,ZCTA5 60465,46415
21020,ZCTA5 60466,37133
21021,ZCTA5 60467,56761
21022,ZCTA5 60468,55431
21023,ZCTA5 60469,32948
21024,ZCTA5 60470,51563
21025,ZCTA5 60471,21050
21026,ZCTA5 60472,17273
21027,ZCTA5 60473,36719
21028,ZCTA5 60474,45417
21029,ZCTA5 60475,31875
21030,ZCTA5 60476,35125
21031,ZCTA5 60477,53840
21032,ZCTA5 60478,43395
21033,ZCTA5 60479,42188
21034,ZCTA5 60480,78365
21035,ZCTA5 60481,45597
21036,ZCTA5 60482,33151
21037,ZCTA5 60484,53906
21038,ZCTA5 60487,62619
21039,ZCTA5 60490,98214
21040,ZCTA5 60491,52093
21041,ZCTA5 60501,29947
21042,ZCTA5 60502,76621
21043,ZCTA5 60503,72733
21044,ZCTA5 60504,63687
21045,ZCTA5 60505,37991
21046,ZCTA5 60506,41600
21047,ZCTA5 60510,43214
21048,ZCTA5 60511,95152
21049,ZCTA5 60512,-
21050,ZCTA5 60513,49255
21051,ZCTA5 60514,58279
21052,ZCTA5 60515,43508
21053,ZCTA5 60516,51732
21054,ZCTA5 60517,57833
21055,ZCTA5 60518,33523
21056,ZCTA5 60519,-
21057,ZCTA5 60520,46750
21058,ZCTA5 60521,78750
21059,ZCTA5 60523,31403
21060,ZCTA5 60525,54466
21061,ZCTA5 60526,52610
21062,ZCTA5 60527,62900
21063,ZCTA5 60530,53500
21064,ZCTA5 60531,33558
21065,ZCTA5 60532,61092
21066,ZCTA5 60534,38431
21067,ZCTA5 60536,66250
21068,ZCTA5 60537,70139
21069,ZCTA5 60538,54800
21070,ZCTA5 60539,-
21071,ZCTA5 60540,59875
21072,ZCTA5 60541,61250
21073,ZCTA5 60542,61591
21074,ZCTA5 60543,50539
21075,ZCTA5 60544,49029
21076,ZCTA5 60545,49415
21077,ZCTA5 60546,47226
21078,ZCTA5 60548,43851
21079,ZCTA5 60549,-
21080,ZCTA5 60550,54464
21081,ZCTA5 60551,50795
21082,ZCTA5 60552,46250
21083,ZCTA5 60553,23125
21084,ZCTA5 60554,46647
21085,ZCTA5 60555,64809
21086,ZCTA5 60556,31829
21087,ZCTA5 60557,-
21088,ZCTA5 60558,77917
21089,ZCTA5 60559,51390
21090,ZCTA5 60560,78274
21091,ZCTA5 60561,55109
21092,ZCTA5 60563,63484
21093,ZCTA5 60564,81968
21094,ZCTA5 60565,65082
21095,ZCTA5 60585,77583
21096,ZCTA5 60586,84000
21097,ZCTA5 60601,106488
21098,ZCTA5 60602,169063
21099,ZCTA5 60603,86579
21100,ZCTA5 60604,-
21101,ZCTA5 60605,86441
21102,ZCTA5 60606,118466
21103,ZCTA5 60607,93361
21104,ZCTA5 60608,52863
21105,ZCTA5 60609,26542
21106,ZCTA5 60610,84521
21107,ZCTA5 60611,89615
21108,ZCTA5 60612,31288
21109,ZCTA5 60613,72235
21110,ZCTA5 60614,87025
21111,ZCTA5 60615,38183
