START DATE(UTC), END DATE(UTC), START TIME(LOCAL), END TIME(LOCAL), DURATION, NAME, LOCATION, NOTE
3/12/20 9:48, 2020-03-12 13:20:05, 2020-03-12 02:48:44 PDT, 2020-03-12 06:20:05 PDT,12681, Sleep, , 
3/12/20 19:01, 2020-03-12 21:11:54, 2020-03-12 12:01:54 PDT, 2020-03-12 14:11:54 PDT,7800, School, , 
3/12/20 21:11, 2020-03-12 21:14:03, 2020-03-12 14:11:54 PDT, 2020-03-12 14:14:03 PDT,129, Walk, , 
3/12/20 21:18, 2020-03-12 21:29:42, 2020-03-12 14:18:48 PDT, 2020-03-12 14:29:42 PDT,654, Walk, , 
3/12/20 21:39, 2020-03-12 21:54:53, 2020-03-12 14:39:15 PDT, 2020-03-12 14:54:53 PDT,938, Transport, , 
3/12/20 23:16, 2020-03-12 23:34:48, 2020-03-12 16:16:21 PDT, 2020-03-12 16:34:48 PDT,1107, Transport, , 
3/12/20 23:42, 2020-03-12 23:48:23, 2020-03-12 16:42:03 PDT, 2020-03-12 16:48:23 PDT,380, Walk, , 
3/13/20 0:01, 2020-03-13 02:28:09, 2020-03-12 17:01:29 PDT, 2020-03-12 19:28:09 PDT,8800, School, , 
3/13/20 2:28, 2020-03-13 03:38:51, 2020-03-12 19:28:08 PDT, 2020-03-12 20:38:51 PDT,4243, Commute to home, , 
3/13/20 2:28, 2020-03-13 02:33:38, 2020-03-12 19:28:09 PDT, 2020-03-12 19:33:38 PDT,329, Walk, , 
3/13/20 2:33, 2020-03-13 02:45:58, 2020-03-12 19:33:39 PDT, 2020-03-12 19:45:58 PDT,739, Transport, , 
3/13/20 3:04, 2020-03-13 03:38:51, 2020-03-12 20:04:22 PDT, 2020-03-12 20:38:51 PDT,2069, Transport, , 
3/13/20 3:38, 2020-03-13 16:36:52, 2020-03-12 20:38:51 PDT, 2020-03-13 09:36:52 PDT,46681, Home, , 
3/13/20 9:49, 2020-03-13 14:30:00, 2020-03-13 02:49:26 PDT, 2020-03-13 07:30:00 PDT,16834, Sleep, , 
3/13/20 16:36, 2020-03-13 17:06:15, 2020-03-13 09:36:52 PDT, 2020-03-13 10:06:15 PDT,1763, Transport, , 
3/13/20 17:10, 2020-03-13 17:15:42, 2020-03-13 10:10:16 PDT, 2020-03-13 10:15:42 PDT,326, Walk, , 
3/13/20 17:42, 2020-03-13 17:53:14, 2020-03-13 10:42:36 PDT, 2020-03-13 10:53:14 PDT,638, Transport, , 
3/13/20 18:02, 2020-03-13 18:15:27, 2020-03-13 11:02:12 PDT, 2020-03-13 11:15:27 PDT,795, Home, , 
3/13/20 18:15, 2020-03-13 18:19:57, 2020-03-13 11:15:27 PDT, 2020-03-13 11:19:57 PDT,270, Walk, , 
3/13/20 18:19, 2020-03-13 18:28:08, 2020-03-13 11:19:58 PDT, 2020-03-13 11:28:08 PDT,490, Transport, , 
3/13/20 18:43, 2020-03-13 18:50:37, 2020-03-13 11:43:14 PDT, 2020-03-13 11:50:37 PDT,443, Transport, , 
3/13/20 20:06, 2020-03-13 20:11:42, 2020-03-13 13:06:18 PDT, 2020-03-13 13:11:42 PDT,324, Transport, , 
3/13/20 20:46, 2020-03-13 22:54:11, 2020-03-13 13:46:44 PDT, 2020-03-13 15:54:11 PDT,7647, School, , 
3/13/20 22:54, 2020-03-13 23:04:12, 2020-03-13 15:54:10 PDT, 2020-03-13 16:04:12 PDT,602, Commute to home, , 
3/13/20 22:54, 2020-03-13 23:00:13, 2020-03-13 15:54:24 PDT, 2020-03-13 16:00:13 PDT,349, Walk, , 
3/13/20 23:04, 2020-03-14 02:59:31, 2020-03-13 16:04:12 PDT, 2020-03-13 19:59:31 PDT,14119, Home, , 
3/14/20 2:59, 2020-03-14 03:24:19, 2020-03-13 19:59:31 PDT, 2020-03-13 20:24:19 PDT,1488, Transport, , 
3/14/20 3:27, 2020-03-14 03:41:35, 2020-03-13 20:27:08 PDT, 2020-03-13 20:41:35 PDT,867, Walk, , 
3/14/20 3:41, 2020-03-14 04:40:51, 2020-03-13 20:41:36 PDT, 2020-03-13 21:40:51 PDT,3555, Dinner, Whole Foods Market, 
3/14/20 4:40, 2020-03-14 04:45:31, 2020-03-13 21:40:51 PDT, 2020-03-13 21:45:31 PDT,280, Transport, , 
3/14/20 4:45, 2020-03-14 16:25:19, 2020-03-13 21:45:31 PDT, 2020-03-14 09:25:19 PDT,41988, Home, , 
3/14/20 9:59, 2020-03-14 13:33:23, 2020-03-14 02:59:57 PDT, 2020-03-14 06:33:23 PDT,12806, Sleep, , 
3/14/20 16:29, 2020-03-14 16:33:23, 2020-03-14 09:29:46 PDT, 2020-03-14 09:33:23 PDT,217, Walk, , 
3/14/20 16:33, 2020-03-14 17:15:31, 2020-03-14 09:33:24 PDT, 2020-03-14 10:15:31 PDT,2527, Studying, SLODOCO, 
3/14/20 17:15, 2020-03-14 17:18:56, 2020-03-14 10:15:31 PDT, 2020-03-14 10:18:56 PDT,205, Transport, , 
3/14/20 18:38, 2020-03-14 18:44:00, 2020-03-14 11:38:31 PDT, 2020-03-14 11:44:00 PDT,329, Transport, , 
3/14/20 18:44, 2020-03-14 19:32:58, 2020-03-14 11:44:00 PDT, 2020-03-14 12:32:58 PDT,2938, Home, , 
3/14/20 19:32, 2020-03-14 19:35:14, 2020-03-14 12:32:58 PDT, 2020-03-14 12:35:14 PDT,136, Transport, , 
3/14/20 20:30, 2020-03-14 20:35:36, 2020-03-14 13:30:18 PDT, 2020-03-14 13:35:36 PDT,318, Transport, , 
3/14/20 21:04, 2020-03-14 21:11:29, 2020-03-14 14:04:41 PDT, 2020-03-14 14:11:29 PDT,408, Transport, , 
3/14/20 21:11, 2020-03-14 21:34:31, 2020-03-14 14:11:29 PDT, 2020-03-14 14:34:31 PDT,1382, Home, , 
3/14/20 21:34, 2020-03-14 21:41:03, 2020-03-14 14:34:31 PDT, 2020-03-14 14:41:03 PDT,392, Transport, , 
3/14/20 22:14, 2020-03-14 22:17:12, 2020-03-14 15:14:48 PDT, 2020-03-14 15:17:12 PDT,144, Transport, , 
3/14/20 22:17, 2020-03-14 22:44:18, 2020-03-14 15:17:12 PDT, 2020-03-14 15:44:18 PDT,1626, Groceries, Target, 
3/14/20 22:44, 2020-03-15 00:44:52, 2020-03-14 15:44:18 PDT, 2020-03-14 17:44:52 PDT,7234, Dinner, Whole Foods Market, 
3/15/20 0:44, 2020-03-15 00:53:58, 2020-03-14 17:44:52 PDT, 2020-03-14 17:53:58 PDT,546, Transport, , 
3/15/20 0:53, 2020-03-15 02:57:32, 2020-03-14 17:53:58 PDT, 2020-03-14 19:57:32 PDT,7414, Home, , 
3/15/20 2:57, 2020-03-15 03:13:33, 2020-03-14 19:57:32 PDT, 2020-03-14 20:13:33 PDT,961, Groceries, , 
3/15/20 3:13, 2020-03-15 03:21:45, 2020-03-14 20:13:33 PDT, 2020-03-14 20:21:45 PDT,492, Transport, , 
3/15/20 3:52, 2020-03-15 04:00:13, 2020-03-14 20:52:54 PDT, 2020-03-14 21:00:13 PDT,439, Transport, , 
3/15/20 4:00, 2020-03-15 04:48:08, 2020-03-14 21:00:13 PDT, 2020-03-14 21:48:08 PDT,2875, Groceries, Ferrini, 
3/15/20 4:48, 2020-03-15 04:50:49, 2020-03-14 21:48:09 PDT, 2020-03-14 21:50:49 PDT,160, Transport, , 
3/15/20 4:50, 2020-03-15 08:16:41, 2020-03-14 21:50:49 PDT, 2020-03-15 01:16:41 PDT,12352, Studying, Robert E. Kennedy Library- 24/7 Study Room, 
3/15/20 8:16, 2020-03-15 08:19:20, 2020-03-15 01:16:41 PDT, 2020-03-15 01:19:20 PDT,159, Transport, , 
3/15/20 8:19, 2020-03-15 18:36:29, 2020-03-15 01:19:20 PDT, 2020-03-15 11:36:29 PDT,37029, Home, , 
3/15/20 9:46, 2020-03-15 14:38:36, 2020-03-15 02:46:16 PDT, 2020-03-15 07:38:36 PDT,17540, Sleep, , 
3/15/20 18:36, 2020-03-15 18:46:37, 2020-03-15 11:36:29 PDT, 2020-03-15 11:46:37 PDT,608, Transport, , 
3/15/20 19:16, 2020-03-15 19:24:00, 2020-03-15 12:16:21 PDT, 2020-03-15 12:24:00 PDT,459, Transport, , 
3/15/20 19:55, 2020-03-15 20:37:18, 2020-03-15 12:55:30 PDT, 2020-03-15 13:37:18 PDT,2508, Transport, , 
3/15/20 21:27, 2020-03-15 21:48:48, 2020-03-15 14:27:04 PDT, 2020-03-15 14:48:48 PDT,1304, Transport, , 
3/15/20 21:48, 2020-03-16 05:08:04, 2020-03-15 14:48:48 PDT, 2020-03-15 22:08:04 PDT,26356, Home, , 
3/16/20 5:08, 2020-03-16 05:18:22, 2020-03-15 22:08:04 PDT, 2020-03-15 22:18:22 PDT,618, Transport, , 
3/16/20 5:18, 2020-03-16 05:37:28, 2020-03-15 22:18:22 PDT, 2020-03-15 22:37:28 PDT,1146, Groceries, Target, 
3/16/20 5:37, 2020-03-16 05:45:36, 2020-03-15 22:37:28 PDT, 2020-03-15 22:45:36 PDT,488, Transport, , 
3/16/20 5:45, 2020-03-16 22:04:38, 2020-03-15 22:45:36 PDT, 2020-03-16 15:04:38 PDT,58742, Home, , 
3/16/20 7:57, 2020-03-16 14:40:16, 2020-03-16 00:57:43 PDT, 2020-03-16 07:40:16 PDT,24153, Sleep, , 
3/16/20 22:04, 2020-03-16 22:09:18, 2020-03-16 15:04:38 PDT, 2020-03-16 15:09:18 PDT,280, Transport, , 
3/16/20 23:17, 2020-03-16 23:25:34, 2020-03-16 16:17:47 PDT, 2020-03-16 16:25:34 PDT,467, Transport, , 
3/16/20 23:25, 2020-03-16 23:43:55, 2020-03-16 16:25:34 PDT, 2020-03-16 16:43:55 PDT,1101, Groceries, Trader Joe's, 
3/16/20 23:43, 2020-03-16 23:56:24, 2020-03-16 16:43:55 PDT, 2020-03-16 16:56:24 PDT,749, Transport, , 
3/16/20 23:56, 2020-03-17 04:26:16, 2020-03-16 16:56:24 PDT, 2020-03-16 21:26:16 PDT,16192, Home, , 
3/17/20 4:26, 2020-03-17 04:37:41, 2020-03-16 21:26:16 PDT, 2020-03-16 21:37:41 PDT,685, Transport, , 
3/17/20 4:38, 2020-03-17 04:47:30, 2020-03-16 21:38:25 PDT, 2020-03-16 21:47:30 PDT,545, Dinner, Whole Foods Market, 
3/17/20 4:48, 2020-03-17 04:57:32, 2020-03-16 21:48:30 PDT, 2020-03-16 21:57:32 PDT,542, Transport, , 
3/17/20 4:57, 2020-03-17 21:06:48, 2020-03-16 21:57:32 PDT, 2020-03-17 14:06:48 PDT,58156, Home, , 
3/17/20 9:11, 2020-03-17 14:00:14, 2020-03-17 02:11:53 PDT, 2020-03-17 07:00:14 PDT,17301, Sleep, , 
3/17/20 21:06, 2020-03-17 21:16:18, 2020-03-17 14:06:48 PDT, 2020-03-17 14:16:18 PDT,570, Transport, , 
3/17/20 21:24, 2020-03-17 21:39:40, 2020-03-17 14:24:41 PDT, 2020-03-17 14:39:40 PDT,899, Transport, , 
3/17/20 22:00, 2020-03-17 22:14:40, 2020-03-17 15:00:42 PDT, 2020-03-17 15:14:40 PDT,838, Transport, , 
3/17/20 22:14, 2020-03-18 00:30:25, 2020-03-17 15:14:40 PDT, 2020-03-17 17:30:25 PDT,8145, Home, , 
